soil_moisture_pct,soil_temp_c,air_temp_c,humidity_pct,rain_detected,moisture_condition,fuzzy_very_dry,fuzzy_semi_dry,fuzzy_moist,fuzzy_wet,snn_pred_class,snn_pred_label,snn_confidence,conf_threshold,snn_logits,snn_softmax,override_applied,pump_status,pca_first5,pca_var_first5,t_read_ms,t_preproc_ms,t_infer_ms,t_cycle_ms,model_hash8,scaler_hash8,fuzzy_hash8,pca_hash8,h1,lr,gt_needed,correct,cum_n,cum_acc,cum_prec,cum_rec,cum_f1
63.51,20.06,22.8,57.7,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.9899,0.65,"[-2.5292088985443115, 2.055196523666382]","[0.010106631554663181, 0.98989337682724]",TRUE,OFF,"[-0.942489, -0.774395, -0.64717, 0.507599, 0.02014]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1079.14,1.45,11.18,1094.24,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.12,22.8,57.7,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.9899,0.65,"[-2.5292088985443115, 2.055196523666382]","[0.010106631554663181, 0.98989337682724]",TRUE,OFF,"[-0.941759, -0.779502, -0.642073, 0.509901, 0.019807]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1089.27,1.65,7.71,1102.12,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.12,22.8,57.6,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.9899,0.65,"[-2.5292088985443115, 2.05519700050354]","[0.010106626898050308, 0.98989337682724]",TRUE,OFF,"[-0.941819, -0.779536, -0.641972, 0.50996, 0.016701]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1090.52,1.48,7.46,1101.82,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
79.73,20.06,22.8,57.6,No,Wet,0,0,0.047,0.9996,0,OFF,0.6879,0.65,"[0.2591278851032257, -0.5312075614929199]","[0.6879033446311951, 0.31209665536880493]",TRUE,OFF,"[-0.950463, -0.667574, -0.420357, 0.428844, 0.012726]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",3332.21,1.49,7.54,3343.9,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
59.46,20.12,22.8,57.7,No,Moist,0.0004,0.0502,0.9053,0.1213,1,ON,0.9958,0.65,"[-2.9671313762664795, 2.499903440475464]","[0.004205972887575626, 0.9957940578460693]",TRUE,OFF,"[-0.947196, -0.725456, -0.619336, 0.590456, 0.023609]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1091.92,1.48,7.49,1103.54,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
60.81,20.06,22.8,57.7,No,Moist,0.0002,0.0358,0.8447,0.1586,1,ON,0.9954,0.65,"[-2.918609380722046, 2.458153247833252]","[0.0046014925464987755, 0.9953984618186951]",TRUE,OFF,"[-0.945769, -0.742598, -0.639813, 0.555281, 0.022583]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.08,1.48,7.51,1103.41,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
64.86,20.12,22.8,57.7,No,Moist,0,0.0116,0.6147,0.3181,1,ON,0.8891,0.65,"[-1.2538443803787231, 0.8281336426734924]","[0.11086083203554153, 0.8891391158103943]",TRUE,OFF,"[-0.940676, -0.788819, -0.636061, 0.492301, 0.018707]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.19,1.48,7.49,1103.82,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
64.86,20.06,22.8,57.8,No,Moist,0,0.0116,0.6147,0.3181,1,ON,0.8891,0.65,"[-1.2538442611694336, 0.8281336426734924]","[0.11086085438728333, 0.8891391158103943]",TRUE,OFF,"[-0.941322, -0.783931, -0.641247, 0.490271, 0.022109]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.16,1.51,7.5,1103.7,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
64.86,20.06,22.8,57.8,No,Moist,0,0.0116,0.6147,0.3181,1,ON,0.8891,0.65,"[-1.2538442611694336, 0.8281336426734924]","[0.11086085438728333, 0.8891391158103943]",TRUE,OFF,"[-0.941322, -0.783931, -0.641247, 0.490271, 0.022109]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1091.85,1.45,11.19,1106.72,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
64.86,20.06,22.8,57.7,No,Moist,0,0.0116,0.6147,0.3181,1,ON,0.8891,0.65,"[-1.2538443803787231, 0.8281336426734924]","[0.11086083203554153, 0.8891391158103943]",TRUE,OFF,"[-0.941381, -0.783964, -0.641148, 0.49033, 0.019042]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1089.1,1.48,7.51,1100.31,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
64.86,20.06,22.8,57.6,No,Moist,0,0.0116,0.6147,0.3181,1,ON,0.915,0.65,"[-1.4198983907699585, 0.9563115239143372]","[0.08500488102436066, 0.9149950742721558]",TRUE,OFF,"[-0.941441, -0.783998, -0.641047, 0.49039, 0.015937]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.39,1.47,7.51,1103.98,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
64.86,20.06,22.8,57.7,No,Moist,0,0.0116,0.6147,0.3181,1,ON,0.8891,0.65,"[-1.2538443803787231, 0.8281336426734924]","[0.11086083203554153, 0.8891391158103943]",TRUE,OFF,"[-0.941381, -0.783964, -0.641148, 0.49033, 0.019042]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1091.77,1.45,7.61,1103.11,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
64.86,20.06,22.8,57.9,No,Moist,0,0.0116,0.6147,0.3181,1,ON,0.9823,0.65,"[-2.189002275466919, 1.8277130126953125]","[0.01769334264099598, 0.9823066592216492]",TRUE,OFF,"[-0.941264, -0.783899, -0.641345, 0.490213, 0.025135]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.24,1.46,7.59,1103.6,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
64.86,20.06,22.8,57.8,No,Moist,0,0.0116,0.6147,0.3181,1,ON,0.8891,0.65,"[-1.2538442611694336, 0.8281336426734924]","[0.11086085438728333, 0.8891391158103943]",TRUE,OFF,"[-0.941322, -0.783931, -0.641247, 0.490271, 0.022109]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.55,1.45,7.5,1103.74,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
64.86,20.06,22.8,57.7,No,Moist,0,0.0116,0.6147,0.3181,1,ON,0.8891,0.65,"[-1.2538443803787231, 0.8281336426734924]","[0.11086083203554153, 0.8891391158103943]",TRUE,OFF,"[-0.941381, -0.783964, -0.641148, 0.49033, 0.019042]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.42,1.62,7.66,1104.31,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
64.86,20.06,22.8,57.7,No,Moist,0,0.0116,0.6147,0.3181,1,ON,0.8891,0.65,"[-1.2538443803787231, 0.8281336426734924]","[0.11086083203554153, 0.8891391158103943]",TRUE,OFF,"[-0.941381, -0.783964, -0.641148, 0.49033, 0.019042]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1091.51,1.48,7.48,1102.85,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
64.86,20.06,22.8,57.9,No,Moist,0,0.0116,0.6147,0.3181,1,ON,0.9823,0.65,"[-2.189002275466919, 1.8277130126953125]","[0.01769334264099598, 0.9823066592216492]",TRUE,OFF,"[-0.941264, -0.783899, -0.641345, 0.490213, 0.025135]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.24,1.49,7.48,1103.9,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
58.11,20.06,22.8,57.8,No,Moist,0.0007,0.0693,0.9528,0.0911,1,ON,0.998,0.65,"[-3.332822561264038, 2.8880321979522705]","[0.001983602996915579, 0.998016357421875]",TRUE,OFF,"[-0.95057, -0.691733, -0.600882, 0.625209, 0.02845]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.02,1.48,7.57,1103.39,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
