soil_moisture_pct,soil_temp_c,air_temp_c,humidity_pct,rain_detected,moisture_condition,fuzzy_very_dry,fuzzy_semi_dry,fuzzy_moist,fuzzy_wet,snn_pred_class,snn_pred_label,snn_confidence,conf_threshold,snn_logits,snn_softmax,override_applied,pump_status,pca_first5,pca_var_first5,t_read_ms,t_preproc_ms,t_infer_ms,t_cycle_ms,model_hash8,scaler_hash8,fuzzy_hash8,pca_hash8,h1,lr,gt_needed,correct,cum_n,cum_acc,cum_prec,cum_rec,cum_f1
68.92,20.44,22.6,57.5,No,Wet,0,0.0032,0.3796,0.5412,,,0.5434,0.65,"[-0.08606823533773422, -0.2601720094680786]","[0.5434163212776184, 0.4565836787223816]",,SKIP_LOW_CONF,"[-0.954542, -0.817719, -0.569503, 0.457872, 0.008119]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1085.96,1.46,14.32,1102.27,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
68.92,20.44,22.6,56.9,No,Wet,0,0.0032,0.3796,0.5412,,,0.5434,0.65,"[-0.08606827259063721, -0.26017192006111145]","[0.5434162616729736, 0.4565836787223816]",,SKIP_LOW_CONF,"[-0.954915, -0.81793, -0.568862, 0.458244, -0.011331]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1087.29,1.46,14.03,1103.3,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
68.92,20.44,22.6,56.6,No,Wet,0,0.0032,0.3796,0.5412,,,0.5434,0.65,"[-0.08606827259063721, -0.26017192006111145]","[0.5434162616729736, 0.4565836787223816]",,SKIP_LOW_CONF,"[-0.955106, -0.81804, -0.568528, 0.458434, -0.021325]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1090.22,1.5,12.35,1104.68,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
68.92,20.38,22.6,56.6,No,Wet,0,0.0032,0.3796,0.5412,,,0.5434,0.65,"[-0.08606827259063721, -0.26017192006111145]","[0.5434162616729736, 0.4565836787223816]",,SKIP_LOW_CONF,"[-0.955724, -0.814259, -0.573509, 0.458042, -0.020998]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1086.34,1.5,7.52,1095.89,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
67.57,20.38,22.6,56.7,No,Wet,0,0.005,0.454,0.4617,1,ON,0.7823,0.65,"[-0.8549506068229675, 0.42427217960357666]","[0.21768255531787872, 0.7823173999786377]",TRUE,OFF,"[-0.955753, -0.81582, -0.589922, 0.470142, -0.016825]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1093.87,1.46,7.56,1105.21,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
68.92,20.38,22.6,56.7,No,Wet,0,0.0032,0.3796,0.5412,,,0.5434,0.65,"[-0.08606827259063721, -0.26017192006111145]","[0.5434162616729736, 0.4565836787223816]",,SKIP_LOW_CONF,"[-0.95566, -0.814222, -0.573621, 0.457979, -0.017653]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.29,1.46,7.56,1101.92,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
60.81,20.38,22.6,57,No,Moist,0.0002,0.0358,0.8447,0.1586,1,ON,0.9971,0.65,"[-3.1511356830596924, 2.674179792404175]","[0.0029431849252432585, 0.9970568418502808]",TRUE,OFF,"[-0.960633, -0.771951, -0.613512, 0.569275, -0.001348]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1093.97,1.45,7.56,1105.25,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
55.41,20.38,22.6,57.4,No,Moist,0.0019,0.1247,0.9992,0.0486,1,ON,0.9998,0.65,"[-4.637810230255127, 4.110561847686768]","[0.00015869431081227958, 0.9998413324356079]",TRUE,OFF,"[-0.971283, -0.655251, -0.504278, 0.735126, 0.017598]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.31,1.48,7.5,1103.99,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
66.22,20.38,22.6,57.4,No,Moist,0,0.0077,0.5331,0.3868,1,ON,0.7823,0.65,"[-0.8549506068229675, 0.42427217960357666]","[0.21768255531787872, 0.7823173999786377]",TRUE,OFF,"[-0.955689, -0.814155, -0.604728, 0.483458, 0.007034]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1091.84,1.48,7.53,1103.56,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
67.57,20.31,22.6,57,No,Wet,0,0.005,0.454,0.4617,,,0.6007,0.65,"[-0.38883480429649353, 0.019561290740966797]","[0.39929676055908203, 0.600703239440918]",,SKIP_LOW_CONF,"[-0.956215, -0.811568, -0.595326, 0.469077, -0.006542]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1091.97,1.53,7.5,1101.57,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
67.57,20.31,22.6,56.8,No,Wet,0,0.005,0.454,0.4617,,,0.6007,0.65,"[-0.38883480429649353, 0.019561290740966797]","[0.39929676055908203, 0.600703239440918]",,SKIP_LOW_CONF,"[-0.956342, -0.81164, -0.595106, 0.469203, -0.01316]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1093.89,1.5,7.55,1103.57,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
64.86,20.31,22.6,56.7,No,Moist,0,0.0116,0.6147,0.3181,1,ON,0.9211,0.65,"[-1.4686084985733032, 0.9892637133598328]","[0.07886477559804916, 0.9211351871490479]",TRUE,OFF,"[-0.9575, -0.805081, -0.61974, 0.498223, -0.014537]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1093.89,1.48,7.58,1105.64,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
67.57,20.31,22.6,57,No,Wet,0,0.005,0.454,0.4617,,,0.6007,0.65,"[-0.38883480429649353, 0.019561290740966797]","[0.39929676055908203, 0.600703239440918]",,SKIP_LOW_CONF,"[-0.956215, -0.811568, -0.595326, 0.469077, -0.006542]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1091.78,1.46,7.59,1101.44,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.25,22.6,57.2,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.9704,0.65,"[-1.971273422241211, 1.517134666442871]","[0.029643861576914787, 0.9703561663627625]",TRUE,OFF,"[-0.95891, -0.791455, -0.631293, 0.514503, 0.00338]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1093.87,1.49,7.51,1105.35,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.31,22.6,57.3,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.9832,0.65,"[-2.2670276165008545, 1.8028908967971802]","[0.016791990026831627, 0.9832080006599426]",TRUE,OFF,"[-0.958131, -0.796303, -0.626378, 0.516446, 0.006289]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1094.89,1.49,7.49,1106.55,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.31,22.6,57.3,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.9832,0.65,"[-2.2670276165008545, 1.8028908967971802]","[0.016791990026831627, 0.9832080006599426]",TRUE,OFF,"[-0.958131, -0.796303, -0.626378, 0.516446, 0.006289]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1089.28,1.48,7.5,1100.73,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.25,22.6,57.2,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.9704,0.65,"[-1.971273422241211, 1.517134666442871]","[0.029643861576914787, 0.9703561663627625]",TRUE,OFF,"[-0.95891, -0.791455, -0.631293, 0.514503, 0.00338]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.29,1.47,7.53,1103.95,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.25,22.6,57,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.9704,0.65,"[-1.971273422241211, 1.517134666442871]","[0.029643861576914787, 0.9703561663627625]",TRUE,OFF,"[-0.959036, -0.791526, -0.631077, 0.514628, -0.003158]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1091.84,1.46,7.57,1103.08,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
64.86,20.31,22.6,56.9,No,Moist,0,0.0116,0.6147,0.3181,1,ON,0.9211,0.65,"[-1.4686084985733032, 0.9892637133598328]","[0.07886477559804916, 0.9211351871490479]",TRUE,OFF,"[-0.957373, -0.805008, -0.619962, 0.498096, -0.007887]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.49,1.47,7.49,1103.67,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
64.86,20.31,22.6,56.9,No,Moist,0,0.0116,0.6147,0.3181,1,ON,0.9211,0.65,"[-1.4686084985733032, 0.9892637133598328]","[0.07886477559804916, 0.9211351871490479]",TRUE,OFF,"[-0.957373, -0.805008, -0.619962, 0.498096, -0.007887]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.49,1.46,7.46,1103.64,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.25,22.7,56.9,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.9704,0.65,"[-1.971273422241211, 1.517134666442871]","[0.029643861576914787, 0.9703561663627625]",TRUE,OFF,"[-0.949793, -0.790651, -0.63104, 0.514695, -0.006503]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.47,1.48,7.59,1104.28,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.25,22.7,56.7,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.9777,0.65,"[-2.1373274326324463, 1.6453123092651367]","[0.022255923599004745, 0.9777440428733826]",TRUE,OFF,"[-0.949921, -0.790724, -0.630818, 0.514822, -0.013153]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1091.27,1.48,7.6,1103.4,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.25,22.7,56.8,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.9704,0.65,"[-1.971273422241211, 1.517134666442871]","[0.029643861576914787, 0.9703561663627625]",TRUE,OFF,"[-0.949857, -0.790688, -0.63093, 0.514758, -0.009821]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1091.92,1.47,7.45,1103.52,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.25,22.7,57,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.9704,0.65,"[-1.971273422241211, 1.517134666442871]","[0.029643861576914787, 0.9703561663627625]",TRUE,OFF,"[-0.94973, -0.790615, -0.63115, 0.514632, -0.003203]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1091.89,1.48,7.49,1103.59,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.25,22.7,57.1,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.9704,0.65,"[-1.971273422241211, 1.517134666442871]","[0.029643861576914787, 0.9703561663627625]",TRUE,OFF,"[-0.949667, -0.79058, -0.631258, 0.514569, 7.7e-05]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1091.9,1.48,7.53,1103.68,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
60.81,20.25,22.7,57.3,No,Moist,0.0002,0.0358,0.8447,0.1586,1,ON,0.9965,0.65,"[-3.040966749191284, 2.6004817485809326]","[0.0035351840779185295, 0.9964648485183716]",TRUE,OFF,"[-0.952681, -0.760161, -0.624065, 0.563917, 0.009021]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1091.87,1.48,7.5,1103.35,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
58.11,20.25,22.7,57.6,No,Moist,0.0007,0.0693,0.9528,0.0911,1,ON,0.9985,0.65,"[-3.455179452896118, 3.030360460281372]","[0.0015230139251798391, 0.998477041721344]",TRUE,OFF,"[-0.957228, -0.710539, -0.585304, 0.635183, 0.021352]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1094.81,1.46,7.61,1105.86,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
64.86,20.25,22.7,57.5,No,Moist,0,0.0116,0.6147,0.3181,1,ON,0.915,0.65,"[-1.4198983907699585, 0.9563115239143372]","[0.08500488102436066, 0.9149950742721558]",TRUE,OFF,"[-0.948386, -0.799253, -0.625687, 0.496058, 0.011843]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1089.87,1.49,7.53,1101.28,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
64.86,20.19,22.8,57.6,No,Moist,0,0.0116,0.6147,0.3181,1,ON,0.915,0.65,"[-1.4198983907699585, 0.9563115239143372]","[0.08500488102436066, 0.9149950742721558]",TRUE,OFF,"[-0.940043, -0.793582, -0.630951, 0.494211, 0.015272]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.28,1.51,7.48,1103.95,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
64.86,20.19,22.8,57.5,No,Moist,0,0.0116,0.6147,0.3181,1,ON,0.915,0.65,"[-1.4198983907699585, 0.9563115239143372]","[0.08500488102436066, 0.9149950742721558]",TRUE,OFF,"[-0.940103, -0.793616, -0.630848, 0.494271, 0.012131]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1091.93,1.49,7.5,1103.2,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.19,22.8,57.6,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.9899,0.65,"[-2.5292088985443115, 2.05519700050354]","[0.010106626898050308, 0.98989337682724]",TRUE,OFF,"[-0.941101, -0.784515, -0.636954, 0.51214, 0.016374]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",3332.34,1.49,7.54,3343.78,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
67.57,20.19,22.8,57.6,No,Wet,0,0.005,0.454,0.4617,,,0.6148,0.65,"[0.07297348976135254, -0.3943728506565094]","[0.6147555112838745, 0.38524454832077026]",,SKIP_LOW_CONF,"[-0.938849, -0.801199, -0.606164, 0.466689, 0.013325]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.25,1.54,7.49,1101.78,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
64.86,20.19,22.8,57.7,No,Moist,0,0.0116,0.6147,0.3181,1,ON,0.915,0.65,"[-1.4198983907699585, 0.9563115239143372]","[0.08500488102436066, 0.9149950742721558]",TRUE,OFF,"[-0.939983, -0.793549, -0.631052, 0.494152, 0.018378]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1093.86,1.47,7.61,1105.28,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
64.86,20.19,22.7,57.7,No,Moist,0,0.0116,0.6147,0.3181,1,ON,0.915,0.65,"[-1.4198983907699585, 0.9563115239143372]","[0.08500488102436066, 0.9149950742721558]",TRUE,OFF,"[-0.94897, -0.794428, -0.630982, 0.494148, 0.018422]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.22,1.48,7.49,1103.88,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.19,22.7,58.1,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.998,0.65,"[-3.2983131408691406, 2.926597833633423]","[0.0019755898974835873, 0.9980244636535645]",TRUE,OFF,"[-0.949798, -0.785231, -0.637373, 0.511846, 0.031534]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1091.95,1.48,7.48,1103.59,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
67.57,20.19,22.7,58.3,No,Wet,0,0.005,0.454,0.4617,1,ON,0.8858,0.65,"[-1.1579387187957764, 0.8909626007080078]","[0.11416344344615936, 0.8858365416526794]",TRUE,OFF,"[-0.947435, -0.801853, -0.606767, 0.466286, 0.034204]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1091.94,1.48,7.49,1103.49,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.19,22.7,58.4,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.998,0.65,"[-3.2983131408691406, 2.926597833633423]","[0.0019755898974835873, 0.9980244636535645]",TRUE,OFF,"[-0.949634, -0.78514, -0.637646, 0.511683, 0.040033]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.2,1.49,7.55,1103.63,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
67.57,20.19,22.8,58.5,No,Wet,0,0.005,0.454,0.4617,1,ON,0.8858,0.65,"[-1.1579387187957764, 0.8909626007080078]","[0.11416344344615936, 0.8858365416526794]",TRUE,OFF,"[-0.938342, -0.800915, -0.607013, 0.466184, 0.039661]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.07,1.5,7.58,1103.82,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.19,22.7,58.5,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.998,0.65,"[-3.2983131408691406, 2.926597833633423]","[0.0019755898974835873, 0.9980244636535645]",TRUE,OFF,"[-0.949582, -0.78511, -0.637733, 0.51163, 0.042755]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1091.81,1.49,7.47,1103.46,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.19,22.7,58.7,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.998,0.65,"[-3.2983131408691406, 2.926597833633423]","[0.0019755898974835873, 0.9980244636535645]",TRUE,OFF,"[-0.94948, -0.785054, -0.6379, 0.511529, 0.048016]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1091.98,1.46,7.52,1103.31,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.19,22.7,58.6,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.998,0.65,"[-3.2983131408691406, 2.926597833633423]","[0.0019755898974835873, 0.9980244636535645]",TRUE,OFF,"[-0.94953, -0.785082, -0.637817, 0.511579, 0.045417]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.29,1.45,7.59,1103.72,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.19,22.7,58.6,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.998,0.65,"[-3.2983131408691406, 2.926597833633423]","[0.0019755898974835873, 0.9980244636535645]",TRUE,OFF,"[-0.94953, -0.785082, -0.637817, 0.511579, 0.045417]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.3,1.46,7.57,1103.59,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.19,22.8,58.5,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.998,0.65,"[-3.2983131408691406, 2.926597833633423]","[0.0019755898974835873, 0.9980244636535645]",TRUE,OFF,"[-0.940594, -0.784231, -0.637803, 0.511634, 0.042711]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",3332.31,1.5,8.53,3344.33,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.19,22.8,58.4,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.998,0.65,"[-3.2983131408691406, 2.926597833633423]","[0.0019755898974835873, 0.9980244636535645]",TRUE,OFF,"[-0.940647, -0.78426, -0.637716, 0.511686, 0.039989]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1091.49,1.49,7.46,1103.13,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.19,22.7,58.2,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.998,0.65,"[-3.2983131408691406, 2.926597833633423]","[0.0019755898974835873, 0.9980244636535645]",TRUE,OFF,"[-0.949742, -0.7852, -0.637466, 0.511791, 0.03442]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.09,1.48,7.5,1103.41,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.12,22.8,57.9,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.9865,0.65,"[-2.363154888153076, 1.9270190000534058]","[0.013517319224774837, 0.9864826798439026]",TRUE,OFF,"[-0.941642, -0.779436, -0.64227, 0.509784, 0.0259]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.2,1.49,7.47,1103.85,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.12,22.8,58,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.998,0.65,"[-3.2983131408691406, 2.926597833633423]","[0.0019755898974835873, 0.9980244636535645]",TRUE,OFF,"[-0.941585, -0.779404, -0.642367, 0.509727, 0.028882]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092,1.47,7.58,1103.33,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.12,22.7,58,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.998,0.65,"[-3.2983131408691406, 2.926597833633423]","[0.0019755898974835873, 0.9980244636535645]",TRUE,OFF,"[-0.950572, -0.780284, -0.642297, 0.509723, 0.028926]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.25,1.48,7.56,1103.97,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.12,22.7,58.1,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.998,0.65,"[-3.2983131408691406, 2.926597833633423]","[0.0019755898974835873, 0.9980244636535645]",TRUE,OFF,"[-0.950516, -0.780252, -0.642391, 0.509667, 0.031861]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",3332.04,1.5,7.58,3343.36,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.12,22.7,58,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.998,0.65,"[-3.2983131408691406, 2.926597833633423]","[0.0019755898974835873, 0.9980244636535645]",TRUE,OFF,"[-0.950572, -0.780284, -0.642297, 0.509723, 0.028926]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.2,1.48,7.49,1103.85,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.12,22.7,58.1,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.998,0.65,"[-3.2983131408691406, 2.926597833633423]","[0.0019755898974835873, 0.9980244636535645]",TRUE,OFF,"[-0.950516, -0.780252, -0.642391, 0.509667, 0.031861]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.83,1.58,8.2,1105.11,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.12,22.8,58.2,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.998,0.65,"[-3.2983131408691406, 2.926597833633423]","[0.0019755898974835873, 0.9980244636535645]",TRUE,OFF,"[-0.941473, -0.779341, -0.642554, 0.509615, 0.034703]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1090.42,1.47,7.49,1102.05,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.12,22.7,58.2,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.998,0.65,"[-3.2983131408691406, 2.926597833633423]","[0.0019755898974835873, 0.9980244636535645]",TRUE,OFF,"[-0.95046, -0.780221, -0.642484, 0.509611, 0.034747]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.05,1.48,7.56,1103.37,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.12,22.8,58,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.998,0.65,"[-3.2983131408691406, 2.926597833633423]","[0.0019755898974835873, 0.9980244636535645]",TRUE,OFF,"[-0.941585, -0.779404, -0.642367, 0.509727, 0.028882]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.31,1.49,7.51,1103.77,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.12,22.8,58,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.998,0.65,"[-3.2983131408691406, 2.926597833633423]","[0.0019755898974835873, 0.9980244636535645]",TRUE,OFF,"[-0.941585, -0.779404, -0.642367, 0.509727, 0.028882]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.16,1.49,7.53,1103.76,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.12,22.8,57.9,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.9865,0.65,"[-2.363154888153076, 1.9270190000534058]","[0.013517319224774837, 0.9864826798439026]",TRUE,OFF,"[-0.941642, -0.779436, -0.64227, 0.509784, 0.0259]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.05,1.5,7.54,1103.54,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.12,22.8,57.7,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.9899,0.65,"[-2.5292088985443115, 2.055196523666382]","[0.010106631554663181, 0.98989337682724]",TRUE,OFF,"[-0.941759, -0.779502, -0.642073, 0.509901, 0.019807]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.08,1.45,7.62,1103.38,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.12,22.8,57.9,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.9865,0.65,"[-2.363154888153076, 1.9270190000534058]","[0.013517319224774837, 0.9864826798439026]",TRUE,OFF,"[-0.941642, -0.779436, -0.64227, 0.509784, 0.0259]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1092.23,1.49,7.56,1103.93,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.12,22.8,57.6,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.9899,0.65,"[-2.5292088985443115, 2.05519700050354]","[0.010106626898050308, 0.98989337682724]",TRUE,OFF,"[-0.941819, -0.779536, -0.641972, 0.50996, 0.016701]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",3332.03,1.47,16.42,3352.76,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
63.51,20.06,22.8,57.6,No,Moist,0.0001,0.0172,0.696,0.2569,1,ON,0.9899,0.65,"[-2.5292088985443115, 2.05519700050354]","[0.010106626898050308, 0.98989337682724]",TRUE,OFF,"[-0.942549, -0.774428, -0.647069, 0.507659, 0.017035]","[0.134816, 0.134078, 0.090157, 0.070748, 0.056924]",1083.05,1.46,14.85,1101.36,cdc32a4d,8744b7f3,030c9f04,2c93f763,69,0.001,,,,,,,
